Season,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,FTR,B365H,B365D,B365A,mktProb_homeWin,mktProb_Draw,mktProb_awayWin,results,predictions,probability,bet,payout,cum_payout,bankroll,payout_frac,cum_payout_frac,bankroll_frac,payout_kelly,cum_payout_kelly,bankroll_kelly
2020-2021,Man United,Burnley,3.0,1.0,17.0,10.0,H,1.33,5.25,9.0,0.71,0.18,0.11,1,1,0.63,0,0.0,-1987.0,-987.0,0.0,-952.0151639962493,47.98483600375086,0.0,-976.0805460070607,23.919453992938
2020-2021,Leeds,Liverpool,1.0,1.0,12.0,17.0,D,4.5,4.33,1.66,0.21,0.22,0.57,0,2,0.472,0,-0.0,-1987.0,-987.0,0.0,-952.0151639962493,47.98483600375086,0.0,-976.0805460070607,23.919453992938
2020-2021,Chelsea,Brighton,0.0,0.0,7.0,11.0,D,1.57,4.0,6.0,0.6,0.24,0.16,0,1,0.726,1,-50.0,-2037.0,-1037.0,-2.399241800187543,-954.4144057964368,45.58559420356332,-0.9823562619800414,-977.0629022690407,22.93709773095796
2020-2021,Tottenham,Southampton,2.0,1.0,12.0,10.0,H,1.75,3.8,4.5,0.54,0.25,0.21,1,1,0.438,0,0.0,-2037.0,-1037.0,0.0,-954.4144057964368,45.58559420356332,0.0,-977.0629022690407,22.93709773095796
2020-2021,Aston Villa,Man City,1.0,2.0,8.0,13.0,A,9.0,4.75,1.36,0.11,0.2,0.7,2,2,0.568,0,0.0,-2037.0,-1037.0,0.0,-954.4144057964368,45.58559420356332,0.0,-977.0629022690407,22.93709773095796
2020-2021,Leicester,West Brom,3.0,0.0,17.0,4.0,H,1.53,3.8,6.0,0.6,0.24,0.15,1,1,0.722,1,26.5,-2010.5,-1010.5,1.208018246394428,-953.2063875500423,46.79361244995775,0.45779889337072444,-976.60510337567,23.394896624328684
2020-2021,Arsenal,Everton,0.0,1.0,14.0,8.0,A,2.0,3.5,3.75,0.47,0.27,0.25,2,1,0.478,0,-0.0,-2010.5,-1010.5,0.0,-953.2063875500423,46.79361244995775,0.0,-976.60510337567,23.394896624328684
2020-2021,Liverpool,Newcastle,1.0,1.0,22.0,7.0,D,1.22,6.5,12.0,0.78,0.15,0.08,0,1,0.798,0,-0.0,-2010.5,-1010.5,0.0,-953.2063875500423,46.79361244995775,0.0,-976.60510337567,23.394896624328684
2020-2021,West Ham,Chelsea,0.0,1.0,9.0,17.0,A,4.75,3.6,1.75,0.2,0.26,0.54,2,1,0.438,1,-50.0,-2060.5,-1060.5,-2.3396806224978874,-955.5460681725402,44.45393182745986,-1.7321381646589258,-978.3372415403289,21.662758459669757
2020-2021,Sheffield United,Brighton,1.0,0.0,7.0,17.0,H,5.25,3.4,1.75,0.18,0.28,0.54,1,2,0.456,0,-0.0,-2060.5,-1060.5,0.0,-955.5460681725402,44.45393182745986,0.0,-978.3372415403289,21.662758459669757
2020-2021,Wolves,Burnley,0.0,4.0,12.0,14.0,A,2.0,3.4,3.9,0.48,0.28,0.24,2,1,0.638,1,-50.0,-2110.5,-1110.5,-2.2226965913729932,-957.7687647639132,42.23123523608687,-1.0022017881307161,-979.3394433284597,20.66055667153904
2020-2021,Leeds,Man United,0.0,0.0,6.0,16.0,D,4.0,4.2,1.75,0.24,0.22,0.54,0,2,0.448,0,-0.0,-2110.5,-1110.5,0.0,-957.7687647639132,42.23123523608687,0.0,-979.3394433284597,20.66055667153904
2020-2021,Aston Villa,West Brom,2.0,2.0,24.0,10.0,D,1.85,3.6,4.2,0.51,0.26,0.23,0,1,0.494,0,-0.0,-2110.5,-1110.5,0.0,-957.7687647639132,42.23123523608687,0.0,-979.3394433284597,20.66055667153904
2020-2021,Leicester,Crystal Palace,2.0,1.0,13.0,4.0,H,1.4,4.33,8.5,0.67,0.22,0.11,1,1,0.726,1,19.999999999999996,-2090.5,-1090.5,0.8446247047217372,-956.9241400591915,43.075859940808606,0.2463432067369271,-979.0931001217227,20.90689987827597
2020-2021,Southampton,Leicester,1.0,1.0,5.0,23.0,D,3.8,3.8,1.9,0.25,0.25,0.5,0,2,0.596,1,-50.0,-2140.5,-1140.5,-2.1537929970404304,-959.0779330562319,40.92206694376817,-0.732517742022268,-979.825617863745,20.1743821362537
2020-2021,Crystal Palace,Man City,0.0,2.0,9.0,20.0,A,10.0,5.0,1.33,0.1,0.19,0.71,2,2,0.564,0,0.0,-2140.5,-1140.5,0.0,-959.0779330562319,40.92206694376817,0.0,-979.825617863745,20.1743821362537
2020-2021,Brighton,Leeds,2.0,0.0,17.0,11.0,H,2.05,3.5,3.5,0.46,0.27,0.27,1,1,0.476,0,0.0,-2140.5,-1140.5,0.0,-959.0779330562319,40.92206694376817,0.0,-979.825617863745,20.1743821362537
2020-2021,Chelsea,Fulham,2.0,0.0,9.0,10.0,H,1.44,4.4,7.5,0.66,0.22,0.13,1,1,0.794,1,21.999999999999996,-2118.5,-1118.5,0.9002854727628997,-958.177647583469,41.822352416531075,0.4191237682196094,-979.4064940955254,20.59350590447331
2020-2021,Everton,Aston Villa,1.0,2.0,16.0,13.0,A,1.95,3.6,3.8,0.49,0.26,0.25,2,1,0.574,1,-50.0,-2168.5,-1168.5,-2.091117620826554,-960.2687652042956,39.73123479570452,-0.6937014312891829,-980.1001955268146,19.899804473184126
2020-2021,Newcastle,Arsenal,0.0,2.0,5.0,19.0,A,3.6,3.6,2.0,0.26,0.26,0.47,2,2,0.41,0,0.0,-2168.5,-1168.5,0.0,-960.2687652042956,39.73123479570452,0.0,-980.1001955268146,19.899804473184126
2020-2021,Tottenham,Sheffield United,4.0,0.0,20.0,8.0,H,1.25,6.0,12.0,0.76,0.16,0.08,1,1,0.726,0,0.0,-2168.5,-1168.5,0.0,-960.2687652042956,39.73123479570452,0.0,-980.1001955268146,19.899804473184126
2020-2021,West Brom,Wolves,1.0,1.0,10.0,20.0,D,2.9,3.2,2.5,0.33,0.3,0.38,0,1,0.39,1,-50.0,-2218.5,-1218.5,-1.9865617397852262,-962.2553269440808,37.7446730559193,-0.6202377582728086,-980.7204332850873,19.27956671491132
2020-2021,Burnley,West Ham,1.0,2.0,8.0,22.0,A,3.1,3.6,2.2,0.31,0.26,0.43,2,1,0.41,1,-50.0,-2268.5,-1268.5,-1.887233652795965,-964.1425605968768,35.85743940312334,-0.7201244940336579,-981.440557779121,18.55944222087766
2020-2021,Leicester,Newcastle,2.0,4.0,25.0,14.0,A,1.4,4.75,8.0,0.68,0.2,0.12,2,1,0.61,0,-0.0,-2268.5,-1268.5,0.0,-964.1425605968768,35.85743940312334,0.0,-981.440557779121,18.55944222087766
2020-2021,Leeds,Tottenham,3.0,1.0,16.0,11.0,H,3.4,3.8,2.0,0.28,0.25,0.47,1,0,0.346,1,-50.0,-2318.5,-1318.5,-1.7928719701561668,-965.935432567033,34.064567432967166,-0.6995973231654227,-982.1401551022865,17.859844897712236
2020-2021,Sheffield United,Crystal Palace,0.0,2.0,7.0,21.0,A,3.0,3.2,2.45,0.32,0.3,0.39,2,0,0.358,1,-50.0,-2368.5,-1368.5,-1.7032283716483585,-967.6386609386814,32.36133906131881,-0.5602065835322121,-982.7003616858187,17.299638314180022
2020-2021,Man City,Chelsea,1.0,2.0,16.0,12.0,A,1.9,3.4,4.2,0.5,0.28,0.22,2,1,0.628,1,-50.0,-2418.5,-1418.5,-1.6180669530659406,-969.2567278917473,30.743272108252867,-0.6936131867096642,-983.3939748725284,16.606025127470357
2020-2021,Liverpool,Southampton,2.0,0.0,14.0,12.0,H,1.25,6.0,11.0,0.76,0.16,0.09,1,1,0.828,1,12.5,-2406.0,-1406.0,0.38429090135316085,-968.8724369903941,31.12756300960603,0.14988868610696354,-983.2440861864214,16.75591381357732
2020-2021,Wolves,Brighton,2.0,1.0,16.0,5.0,H,3.3,3.3,2.2,0.29,0.29,0.43,1,1,0.426,1,114.99999999999999,-2291.0,-1291.0,3.5796697461046936,-965.2927672442894,34.70723275571072,1.680356891688858,-981.5637292947326,18.43627070526618
2020-2021,Aston Villa,Man United,1.0,3.0,11.0,18.0,A,4.2,3.8,1.8,0.23,0.25,0.53,2,0,0.494,1,-50.0,-2341.0,-1341.0,-1.735361637785536,-967.028128882075,32.97187111792518,-1.282432091202779,-982.8461613859354,17.1538386140634
2020-2021,West Ham,Everton,0.0,1.0,11.0,9.0,A,2.2,3.5,3.2,0.43,0.27,0.3,2,1,0.53,1,-50.0,-2391.0,-1391.0,-1.6485935558962592,-968.6767224379712,31.323277562028924,-0.6044903235009045,-983.4506517094363,16.549348290562495
2020-2021,Arsenal,West Brom,3.0,1.0,15.0,12.0,H,1.44,4.5,7.0,0.66,0.21,0.14,1,1,0.816,1,21.999999999999996,-2369.0,-1369.0,0.6891121063646363,-967.9876103316066,32.01238966839356,0.3955869870950194,-983.0550647223413,16.944935277657514
2020-2021,Fulham,Burnley,0.0,2.0,21.0,14.0,A,2.2,3.4,3.3,0.43,0.28,0.29,2,1,0.406,0,-0.0,-2369.0,-1369.0,0.0,-967.9876103316066,32.01238966839356,0.0,-983.0550647223413,16.944935277657514
2020-2021,Man United,Leicester,1.0,2.0,4.0,12.0,A,2.5,3.4,2.8,0.38,0.28,0.34,2,1,0.496,1,-50.0,-2419.0,-1419.0,-1.600619483419678,-969.5882298150262,30.411770184973882,-0.6461937619773361,-983.7012584843186,16.298741515680177
2020-2021,Southampton,Crystal Palace,3.0,1.0,13.0,11.0,H,2.05,3.6,3.5,0.46,0.26,0.27,1,1,0.564,1,52.49999999999999,-2366.5,-1366.5,1.5966179347111287,-967.9916118803151,32.00838811968501,0.6087916398018562,-983.0924668445167,16.907533155482035
2020-2021,Southampton,Crystal Palace,3.0,1.0,13.0,11.0,H,2.05,3.6,3.5,0.46,0.26,0.27,1,1,0.592,1,52.49999999999999,-2314.0,-1314.0,1.6804403762834628,-966.3111715040316,33.68882849596847,0.7083759111760044,-982.3840909333408,17.61590906665804
2020-2021,Chelsea,Arsenal,0.0,1.0,19.0,5.0,A,1.65,4.0,5.0,0.57,0.24,0.19,2,1,0.612,0,-0.0,-2314.0,-1314.0,0.0,-966.3111715040316,33.68882849596847,0.0,-982.3840909333408,17.61590906665804
2020-2021,Aston Villa,Everton,0.0,0.0,13.0,15.0,D,2.7,3.4,2.6,0.35,0.28,0.37,0,1,0.348,0,-0.0,-2314.0,-1314.0,0.0,-966.3111715040316,33.68882849596847,0.0,-982.3840909333408,17.61590906665804
2020-2021,Man United,Liverpool,2.0,4.0,18.0,17.0,A,3.0,3.75,2.2,0.32,0.25,0.43,2,1,0.656,1,-50.0,-2364.0,-1364.0,-1.6844414247984236,-967.99561292883,32.00438707117005,-1.7216478570379168,-984.1057387903787,15.894261209620124
2020-2021,Newcastle,Man City,3.0,4.0,11.0,15.0,A,11.0,6.0,1.25,0.09,0.16,0.76,2,2,0.672,0,0.0,-2364.0,-1364.0,0.0,-967.99561292883,32.00438707117005,0.0,-984.1057387903787,15.894261209620124
2020-2021,Burnley,Leeds,0.0,4.0,16.0,16.0,A,3.2,3.75,2.1,0.3,0.25,0.45,2,1,0.406,1,-50.0,-2414.0,-1414.0,-1.6002193535585025,-969.5958322823885,30.40416771761155,-0.6110861790819859,-984.7168249694607,15.283175030538139
2020-2021,Southampton,Fulham,3.0,1.0,11.0,10.0,H,2.0,3.6,3.6,0.47,0.26,0.26,1,2,0.404,1,-50.0,-2464.0,-1464.0,-1.5202083858805775,-971.1160406682691,28.88395933173097,-0.6863325162623379,-985.4031574857231,14.596842514275801
2020-2021,Brighton,West Ham,1.0,1.0,10.0,15.0,D,2.9,3.6,2.3,0.33,0.26,0.41,0,2,0.388,0,-0.0,-2464.0,-1464.0,0.0,-971.1160406682691,28.88395933173097,0.0,-985.4031574857231,14.596842514275801
2020-2021,Crystal Palace,Aston Villa,3.0,2.0,23.0,19.0,H,3.0,3.6,2.25,0.32,0.26,0.42,1,1,0.56,1,100.0,-2364.0,-1364.0,2.888395933173097,-968.227644735096,31.772355264904068,1.9042244552714342,-983.4989330304517,16.501066969547235
2020-2021,Tottenham,Wolves,2.0,0.0,24.0,15.0,H,1.5,4.33,6.5,0.63,0.22,0.15,1,1,0.46,0,0.0,-2364.0,-1364.0,0.0,-968.227644735096,31.772355264904068,0.0,-983.4989330304517,16.501066969547235
2020-2021,West Brom,Liverpool,1.0,2.0,10.0,26.0,A,12.0,6.5,1.22,0.08,0.15,0.78,2,2,0.594,0,0.0,-2364.0,-1364.0,0.0,-968.227644735096,31.772355264904068,0.0,-983.4989330304517,16.501066969547235
2020-2021,Everton,Sheffield United,0.0,1.0,16.0,10.0,A,1.36,4.75,8.5,0.69,0.2,0.11,2,1,0.668,0,-0.0,-2364.0,-1364.0,0.0,-968.227644735096,31.772355264904068,0.0,-983.4989330304517,16.501066969547235
2020-2021,Man United,Fulham,1.0,1.0,13.0,8.0,D,1.28,6.0,9.0,0.74,0.16,0.1,0,1,0.728,0,-0.0,-2364.0,-1364.0,0.0,-968.227644735096,31.772355264904068,0.0,-983.4989330304517,16.501066969547235
2020-2021,Southampton,Leeds,0.0,2.0,18.0,15.0,A,2.55,3.9,2.5,0.37,0.24,0.38,2,0,0.426,1,-50.0,-2414.0,-1414.0,-1.5886177632452034,-969.8162624983412,30.183737501658864,-0.9031746890518295,-984.4021077195035,15.597892280495406
2020-2021,Brighton,Man City,3.0,2.0,19.0,8.0,H,7.0,4.5,1.45,0.14,0.21,0.65,1,2,0.428,0,-0.0,-2414.0,-1414.0,0.0,-969.8162624983412,30.183737501658864,0.0,-984.4021077195035,15.597892280495406
2020-2021,Chelsea,Leicester,2.0,1.0,17.0,7.0,H,1.7,3.75,5.0,0.56,0.25,0.19,1,1,0.534,0,0.0,-2414.0,-1414.0,0.0,-969.8162624983412,30.183737501658864,0.0,-984.4021077195035,15.597892280495406
2020-2021,Everton,Wolves,1.0,0.0,14.0,9.0,H,1.85,3.6,4.2,0.51,0.26,0.23,1,1,0.504,0,0.0,-2414.0,-1414.0,0.0,-969.8162624983412,30.183737501658864,0.0,-984.4021077195035,15.597892280495406
2020-2021,Newcastle,Sheffield United,1.0,0.0,16.0,11.0,H,1.72,3.8,4.75,0.55,0.25,0.2,1,1,0.562,0,0.0,-2414.0,-1414.0,0.0,-969.8162624983412,30.183737501658864,0.0,-984.4021077195035,15.597892280495406
2020-2021,Tottenham,Aston Villa,1.0,2.0,10.0,20.0,A,1.5,4.5,6.0,0.63,0.21,0.16,2,1,0.718,1,-50.0,-2464.0,-1464.0,-1.5091868750829434,-971.3254493734241,28.674550626575922,-0.5460645090042231,-984.9481722285077,15.051827771491183
2020-2021,Crystal Palace,Arsenal,1.0,3.0,12.0,6.0,A,6.0,4.5,1.5,0.16,0.21,0.63,2,2,0.68,0,0.0,-2464.0,-1464.0,0.0,-971.3254493734241,28.674550626575922,0.0,-984.9481722285077,15.051827771491183
2020-2021,Burnley,Liverpool,0.0,3.0,10.0,20.0,A,11.0,7.0,1.22,0.09,0.14,0.78,2,2,0.532,0,0.0,-2464.0,-1464.0,0.0,-971.3254493734241,28.674550626575922,0.0,-984.9481722285077,15.051827771491183
2020-2021,West Brom,West Ham,1.0,3.0,14.0,21.0,A,5.0,4.33,1.6,0.19,0.22,0.59,2,2,0.378,0,0.0,-2464.0,-1464.0,0.0,-971.3254493734241,28.674550626575922,0.0,-984.9481722285077,15.051827771491183
2020-2021,Arsenal,Brighton,2.0,0.0,16.0,5.0,H,1.57,4.33,5.25,0.6,0.22,0.18,1,1,0.692,1,28.500000000000004,-2435.5,-1435.5,0.817224692857414,-970.5082246805667,29.491775319433337,0.29877975865551376,-984.6493924698522,15.350607530146696
2020-2021,Aston Villa,Chelsea,2.0,1.0,6.0,23.0,H,6.5,4.6,1.45,0.15,0.2,0.65,1,2,0.476,0,-0.0,-2435.5,-1435.5,0.0,-970.5082246805667,29.491775319433337,0.0,-984.6493924698522,15.350607530146696
2020-2021,Fulham,Newcastle,0.0,2.0,14.0,10.0,A,2.05,3.8,3.3,0.46,0.25,0.29,2,1,0.414,0,-0.0,-2435.5,-1435.5,0.0,-970.5082246805667,29.491775319433337,0.0,-984.6493924698522,15.350607530146696
2020-2021,Leeds,West Brom,3.0,1.0,17.0,14.0,H,1.4,5.25,6.5,0.67,0.18,0.15,1,1,0.666,0,0.0,-2435.5,-1435.5,0.0,-970.5082246805667,29.491775319433337,0.0,-984.6493924698522,15.350607530146696
2020-2021,Leicester,Tottenham,2.0,4.0,10.0,11.0,A,2.0,4.0,3.3,0.47,0.24,0.29,2,1,0.64,1,-50.0,-2485.5,-1485.5,-1.474588765971667,-971.9828134465384,28.01718655346167,-0.7163616847401791,-985.3657541545923,14.634245845406518
2020-2021,Liverpool,Crystal Palace,2.0,0.0,19.0,5.0,H,1.14,8.5,15.0,0.83,0.11,0.06,1,1,0.778,0,0.0,-2485.5,-1485.5,0.0,-971.9828134465384,28.01718655346167,0.0,-985.3657541545923,14.634245845406518
2020-2021,Man City,Everton,5.0,0.0,21.0,8.0,H,1.44,5.0,6.5,0.66,0.19,0.15,1,1,0.76,1,21.999999999999996,-2463.5,-1463.5,0.6163781041761567,-971.3664353423623,28.633564657637827,0.24978218617134687,-985.1159719684209,14.884028031577865
2020-2021,Sheffield United,Burnley,1.0,0.0,12.0,10.0,H,2.8,3.6,2.4,0.34,0.26,0.4,1,2,0.4,0,-0.0,-2463.5,-1463.5,0.0,-971.3664353423623,28.633564657637827,0.0,-985.1159719684209,14.884028031577865
2020-2021,West Ham,Southampton,3.0,0.0,14.0,17.0,H,1.65,4.0,5.0,0.57,0.24,0.19,1,1,0.854,1,32.49999999999999,-2431.0,-1431.0,0.9305908513732293,-970.435844490989,29.564155509011055,0.9903230774366797,-984.1256488909843,15.874351109014544
2020-2021,Wolves,Man United,1.0,2.0,14.0,9.0,A,2.5,3.5,2.7,0.38,0.27,0.35,2,2,0.504,1,85.00000000000001,-2346.0,-1346.0,2.5129532182659404,-967.9228912727231,32.07710872727699,1.1996976841157465,-982.9259512068685,17.07404879313029
2021-2022,Man United,Everton,1.0,1.0,13.0,12.0,D,1.45,4.33,7.5,0.65,0.22,0.13,0,1,0.542,0,-0.0,-2346.0,-1346.0,0.0,-967.9228912727231,32.07710872727699,0.0,-982.9259512068685,17.07404879313029
2021-2022,Burnley,Norwich,0.0,0.0,14.0,10.0,D,1.85,3.6,4.33,0.52,0.26,0.22,0,1,0.54,0,-0.0,-2346.0,-1346.0,0.0,-967.9228912727231,32.07710872727699,0.0,-982.9259512068685,17.07404879313029
2021-2022,Chelsea,Southampton,3.0,1.0,20.0,6.0,H,1.36,4.75,9.0,0.7,0.2,0.11,1,1,0.5,0,0.0,-2346.0,-1346.0,0.0,-967.9228912727231,32.07710872727699,0.0,-982.9259512068685,17.07404879313029
2021-2022,Leeds,Watford,1.0,0.0,20.0,5.0,H,1.7,4.0,4.75,0.56,0.24,0.2,1,1,0.544,0,0.0,-2346.0,-1346.0,0.0,-967.9228912727231,32.07710872727699,0.0,-982.9259512068685,17.07404879313029
2021-2022,Wolves,Newcastle,2.0,1.0,7.0,8.0,H,1.61,4.2,5.25,0.59,0.23,0.18,1,1,0.52,0,0.0,-2346.0,-1346.0,0.0,-967.9228912727231,32.07710872727699,0.0,-982.9259512068685,17.07404879313029
2021-2022,Brighton,Arsenal,0.0,0.0,21.0,8.0,D,3.0,3.25,2.4,0.31,0.29,0.39,0,1,0.58,1,-50.0,-2396.0,-1396.0,-1.6038554363638498,-969.5267467090869,30.473253290913142,-1.2083954770852328,-984.1343466839537,15.865653316045059
2021-2022,Crystal Palace,Leicester,2.0,2.0,18.0,9.0,D,3.1,3.4,2.3,0.31,0.28,0.41,0,1,0.492,1,-50.0,-2446.0,-1446.0,-1.5236626645456572,-971.0504093736325,28.949590626367485,-0.8259196888638022,-984.9602663728175,15.039733627181256
2021-2022,Tottenham,Aston Villa,2.0,1.0,17.0,14.0,H,2.1,3.6,3.4,0.45,0.27,0.28,1,0,0.376,1,-50.0,-2496.0,-1496.0,-1.4474795313183744,-972.4978889049509,27.50211109504911,-0.6003842382260979,-985.5606506110436,14.439349388955158
2021-2022,West Ham,Brentford,1.0,2.0,18.0,13.0,A,1.75,3.75,4.75,0.54,0.25,0.2,2,1,0.564,0,-0.0,-2496.0,-1496.0,0.0,-972.4978889049509,27.50211109504911,0.0,-985.5606506110436,14.439349388955158
2021-2022,Liverpool,Man City,2.0,2.0,6.0,12.0,D,2.87,3.5,2.4,0.33,0.27,0.4,0,1,0.588,1,-50.0,-2546.0,-1546.0,-1.3751055547524556,-973.8729944597034,26.127005540296654,-0.9891655270725009,-986.5498161381161,13.450183861882657
2021-2022,Liverpool,Man City,2.0,2.0,6.0,12.0,D,2.87,3.5,2.4,0.33,0.27,0.4,0,1,0.49,1,-50.0,-2596.0,-1596.0,-1.3063502770148328,-975.1793447367182,24.82065526328182,-0.6202908322185885,-987.1701069703347,12.829893029664069
2021-2022,Watford,Liverpool,0.0,5.0,6.0,19.0,A,8.5,5.5,1.33,0.11,0.17,0.71,2,2,0.716,0,0.0,-2596.0,-1596.0,0.0,-975.1793447367182,24.82065526328182,0.0,-987.1701069703347,12.829893029664069
2021-2022,Aston Villa,Wolves,2.0,3.0,14.0,9.0,A,2.15,3.25,3.5,0.44,0.29,0.27,2,1,0.462,0,-0.0,-2596.0,-1596.0,0.0,-975.1793447367182,24.82065526328182,0.0,-987.1701069703347,12.829893029664069
2021-2022,Leicester,Man United,4.0,2.0,22.0,18.0,H,3.5,3.6,2.05,0.27,0.26,0.46,1,2,0.568,1,-50.0,-2646.0,-1646.0,-1.2410327631640912,-976.4203774998823,23.57962250011773,-0.4638956692670199,-987.6340026396017,12.36599736039705
2021-2022,Man City,Burnley,2.0,0.0,15.0,7.0,H,1.12,9.0,19.0,0.84,0.11,0.05,1,1,0.64,0,0.0,-2646.0,-1646.0,0.0,-976.4203774998823,23.57962250011773,0.0,-987.6340026396017,12.36599736039705
2021-2022,Norwich,Brighton,0.0,0.0,15.0,11.0,D,3.6,3.4,2.1,0.27,0.28,0.45,0,1,0.478,1,-50.0,-2696.0,-1696.0,-1.1789811250058866,-977.5993586248882,22.400641375111842,-0.7501919950390298,-988.3841946346407,11.61580536535802
2021-2022,Southampton,Leeds,1.0,0.0,19.0,3.0,H,2.3,3.5,3.0,0.41,0.27,0.32,1,1,0.582,1,64.99999999999999,-2631.0,-1631.0,1.4560416893822696,-976.1433169355059,23.856683064494113,0.7095992678367422,-987.6745953668039,12.325404633194761
2021-2022,Brentford,Chelsea,0.0,1.0,17.0,5.0,A,6.5,3.8,1.57,0.15,0.25,0.6,2,1,0.504,1,-50.0,-2681.0,-1681.0,-1.1928341532247058,-977.3361510887306,22.663848911269408,-1.7377329556437695,-989.4123283224477,10.587671677550992
2021-2022,Everton,West Ham,0.0,1.0,15.0,16.0,A,2.5,3.4,2.8,0.38,0.28,0.34,2,1,0.47,1,-50.0,-2731.0,-1731.0,-1.1331924455634705,-978.4693435342941,21.53065646570594,-0.36382635929697626,-989.7761546817446,10.223845318254016
2021-2022,Newcastle,Tottenham,2.0,3.0,7.0,14.0,A,3.5,3.6,2.05,0.27,0.26,0.46,2,1,0.45,1,-50.0,-2781.0,-1781.0,-1.0765328232852969,-979.5458763575795,20.45412364242064,-0.5332664773952946,-990.3094211591399,9.690578840858722
2021-2022,Arsenal,Crystal Palace,2.0,2.0,17.0,9.0,D,1.6,3.8,6.0,0.59,0.25,0.16,0,1,0.506,0,-0.0,-2781.0,-1781.0,0.0,-979.5458763575795,20.45412364242064,0.0,-990.3094211591399,9.690578840858722
2021-2022,Arsenal,Aston Villa,3.0,1.0,22.0,10.0,H,1.83,3.75,4.2,0.52,0.25,0.23,1,1,0.49,0,0.0,-2781.0,-1781.0,0.0,-979.5458763575795,20.45412364242064,0.0,-990.3094211591399,9.690578840858722
2021-2022,Chelsea,Norwich,7.0,0.0,23.0,3.0,H,1.18,7.0,15.0,0.8,0.14,0.06,1,1,0.558,0,0.0,-2781.0,-1781.0,0.0,-979.5458763575795,20.45412364242064,0.0,-990.3094211591399,9.690578840858722
2021-2022,Crystal Palace,Newcastle,1.0,1.0,15.0,6.0,D,1.9,3.6,4.0,0.5,0.26,0.24,0,1,0.658,1,-50.0,-2831.0,-1831.0,-1.0227061821210321,-980.5685825397005,19.43141746029961,-0.4428056164781278,-990.752226775618,9.247773224380595
2021-2022,Everton,Watford,2.0,5.0,15.0,20.0,A,1.65,3.8,5.5,0.58,0.25,0.17,2,1,0.506,0,-0.0,-2831.0,-1831.0,0.0,-980.5685825397005,19.43141746029961,0.0,-990.752226775618,9.247773224380595
2021-2022,Leeds,Wolves,1.0,1.0,18.0,8.0,D,2.4,3.4,2.87,0.39,0.28,0.33,0,2,0.442,1,-50.0,-2881.0,-1881.0,-0.9715708730149806,-981.5401534127155,18.45984658728463,-0.3516142593699976,-991.103841034988,8.896158965010597
2021-2022,Southampton,Burnley,2.0,2.0,16.0,9.0,D,1.95,3.5,3.9,0.49,0.27,0.24,0,1,0.474,0,-0.0,-2881.0,-1881.0,0.0,-981.5401534127155,18.45984658728463,0.0,-991.103841034988,8.896158965010597
2021-2022,Brighton,Man City,1.0,4.0,10.0,23.0,A,8.0,4.75,1.4,0.12,0.2,0.68,2,2,0.46,0,0.0,-2881.0,-1881.0,0.0,-981.5401534127155,18.45984658728463,0.0,-991.103841034988,8.896158965010597
2021-2022,Brentford,Leicester,1.0,2.0,15.0,10.0,A,2.62,3.3,2.7,0.36,0.29,0.35,2,1,0.456,1,-50.0,-2931.0,-1931.0,-0.9229923293642316,-982.4631457420797,17.5368542579204,-0.31133285730858773,-991.4151738922966,8.58482610770201
2021-2022,West Ham,Tottenham,1.0,0.0,13.0,7.0,H,2.3,3.5,3.0,0.41,0.27,0.32,1,1,0.502,1,64.99999999999999,-2866.0,-1866.0,1.1398955267648259,-981.3232502153149,18.676749784685224,0.3796846209410916,-991.0354892713555,8.964510728643102
2021-2022,Man United,Liverpool,0.0,5.0,12.0,19.0,A,3.1,3.6,2.2,0.31,0.26,0.43,2,2,0.454,0,0.0,-2866.0,-1866.0,0.0,-981.3232502153149,18.676749784685224,0.0,-991.0354892713555,8.964510728643102
2021-2022,Leicester,Arsenal,0.0,2.0,16.0,9.0,A,2.4,3.5,2.87,0.4,0.27,0.33,2,1,0.35,0,-0.0,-2866.0,-1866.0,0.0,-981.3232502153149,18.676749784685224,0.0,-991.0354892713555,8.964510728643102
2021-2022,Burnley,Brentford,3.0,1.0,15.0,12.0,H,2.6,3.3,2.75,0.37,0.29,0.35,1,1,0.464,1,80.0,-2786.0,-1786.0,1.494139982774818,-979.8291102325401,20.170889767460043,0.512181299540982,-990.5233079718145,9.476692028184084
2021-2022,Liverpool,Brighton,2.0,2.0,14.0,9.0,D,1.22,6.5,13.0,0.78,0.15,0.07,0,1,0.716,0,-0.0,-2786.0,-1786.0,0.0,-979.8291102325401,20.170889767460043,0.0,-990.5233079718145,9.476692028184084
2021-2022,Man City,Crystal Palace,0.0,2.0,14.0,8.0,A,1.14,8.0,19.0,0.83,0.12,0.05,2,1,0.474,0,-0.0,-2786.0,-1786.0,0.0,-979.8291102325401,20.170889767460043,0.0,-990.5233079718145,9.476692028184084
2021-2022,Newcastle,Chelsea,0.0,3.0,6.0,19.0,A,8.5,5.0,1.36,0.11,0.19,0.7,2,2,0.432,0,0.0,-2786.0,-1786.0,0.0,-979.8291102325401,20.170889767460043,0.0,-990.5233079718145,9.476692028184084
2021-2022,Watford,Southampton,0.0,1.0,10.0,12.0,A,3.2,3.3,2.3,0.3,0.29,0.41,2,1,0.422,1,-50.0,-2836.0,-1836.0,-1.0085444883730021,-980.8376547209131,19.16234527908704,-0.38919200176300983,-990.9124999735775,9.087500026421074
