Season,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,FTR,B365H,B365D,B365A,mktProb_homeWin,mktProb_Draw,mktProb_awayWin,results,predictions,probability,bet,payout,cum_payout,bankroll,payout_frac,cum_payout_frac,bankroll_frac,payout_kelly,cum_payout_kelly,bankroll_kelly
2018-2019,Huddersfield,Everton,0.0,1.0,10.0,10.0,A,4.0,3.3,2.1,0.24,0.29,0.46,2,2,0.532,1,55.00000000000001,-2210.0,-1210.0,4.048663371391744,-922.3392753305766,77.66072466942344,2.3392976041709166,-932.5894504268557,67.41054957314408
2018-2019,Man United,Burnley,2.0,2.0,28.0,6.0,D,1.28,6.0,12.0,0.76,0.16,0.08,0,1,0.882,1,-50.0,-2260.0,-1260.0,-3.8830362334711723,-926.2223115640478,73.77768843595227,-4.156888677703246,-936.746339104559,63.25366089544084
2018-2019,Newcastle,Man City,2.0,1.0,6.0,12.0,H,19.0,8.0,1.18,0.05,0.12,0.83,1,2,0.596,0,-0.0,-2260.0,-1260.0,0.0,-926.2223115640478,73.77768843595227,0.0,-936.746339104559,63.25366089544084
2018-2019,Wolves,West Ham,3.0,0.0,20.0,4.0,H,2.1,3.5,3.75,0.46,0.28,0.26,1,1,0.45,0,0.0,-2260.0,-1260.0,0.0,-926.2223115640478,73.77768843595227,0.0,-936.746339104559,63.25366089544084
2018-2019,Bournemouth,Chelsea,4.0,0.0,12.0,11.0,H,5.25,4.2,1.66,0.18,0.23,0.58,1,1,0.45,1,212.5,-2047.5,-1047.5,15.677758792639857,-910.5445527714079,89.45544722859213,23.644649717676437,-913.1016893868825,86.89831061311727
2018-2019,Liverpool,Leicester,1.0,1.0,10.0,5.0,D,1.22,7.0,15.0,0.8,0.14,0.07,0,1,0.73,0,-0.0,-2047.5,-1047.5,0.0,-910.5445527714079,89.45544722859213,0.0,-913.1016893868825,86.89831061311727
2018-2019,Southampton,Crystal Palace,1.0,1.0,13.0,15.0,D,2.4,3.4,3.2,0.41,0.29,0.3,0,1,0.422,0,-0.0,-2047.5,-1047.5,0.0,-910.5445527714079,89.45544722859213,0.0,-913.1016893868825,86.89831061311727
2018-2019,Tottenham,Watford,2.0,1.0,17.0,9.0,H,1.66,4.0,5.75,0.59,0.24,0.17,1,1,0.806,1,32.99999999999999,-2014.5,-1014.5,2.9520297585435404,-907.5925230128644,92.40747698713568,4.2294796356656255,-908.8722097512169,91.1277902487829
2018-2019,Brighton,Watford,0.0,0.0,21.0,5.0,D,2.55,3.3,3.0,0.38,0.29,0.32,0,1,0.508,1,-50.0,-2064.5,-1064.5,-4.620373849356784,-912.2128968622212,87.7871031377789,-3.7636518249090822,-912.635861576126,87.36413842387383
2018-2019,Burnley,Southampton,1.0,1.0,15.0,10.0,D,2.55,3.5,2.87,0.38,0.28,0.34,0,1,0.472,1,-50.0,-2114.5,-1114.5,-4.3893551568889455,-916.6022520191102,83.39774798088996,-3.1239297981870022,-915.759791374313,84.24020862568682
2018-2019,Cardiff,Bournemouth,2.0,0.0,12.0,9.0,H,3.25,3.5,2.3,0.3,0.28,0.42,1,2,0.474,1,-50.0,-2164.5,-1164.5,-4.169887399044498,-920.7721394181547,79.22786058184546,-2.5620394248848375,-918.3218307991978,81.67816920080197
2018-2019,Chelsea,Huddersfield,5.0,0.0,23.0,5.0,H,1.2,7.5,19.0,0.82,0.13,0.05,1,1,0.664,0,0.0,-2164.5,-1164.5,0.0,-920.7721394181547,79.22786058184546,0.0,-918.3218307991978,81.67816920080197
2018-2019,Crystal Palace,Fulham,2.0,0.0,17.0,8.0,H,2.05,3.5,4.0,0.48,0.28,0.24,1,1,0.648,1,52.49999999999999,-2112.0,-1112.0,4.159462680546886,-916.6126767376078,83.38732326239234,4.341705181580128,-913.9801256176177,86.0198743823821
2018-2019,Everton,Wolves,1.0,3.0,13.0,8.0,A,2.37,3.4,3.25,0.41,0.29,0.3,2,1,0.428,0,-0.0,-2112.0,-1112.0,0.0,-916.6126767376078,83.38732326239234,0.0,-913.9801256176177,86.0198743823821
2018-2019,Tottenham,Newcastle,1.0,0.0,21.0,8.0,H,1.44,4.5,9.0,0.68,0.22,0.11,1,1,0.92,1,21.999999999999996,-2090.0,-1090.0,1.8345211117726314,-914.7781556258351,85.22184437416497,5.331941913591956,-908.6481837040257,91.35181629597406
2018-2019,Leicester,Man United,0.0,1.0,17.0,10.0,A,3.6,3.5,2.15,0.27,0.28,0.45,2,2,0.508,1,57.49999999999999,-2032.5,-1032.5,4.900256051514486,-909.8778995743206,90.12210042567946,3.2541299439090268,-905.3940537601167,94.60594623988308
2018-2019,Man City,Arsenal,3.0,1.0,19.0,4.0,H,1.33,6.0,9.0,0.73,0.16,0.11,1,1,0.804,1,16.500000000000004,-2016.0,-1016.0,1.4870146570237115,-908.390884917297,91.60911508270317,1.2166228149769138,-904.1774309451398,95.82256905486
2018-2019,West Ham,Liverpool,1.0,1.0,13.0,11.0,D,8.0,5.25,1.4,0.12,0.18,0.69,0,2,0.528,0,-0.0,-2016.0,-1016.0,0.0,-908.390884917297,91.60911508270317,0.0,-904.1774309451398,95.82256905486
2018-2019,Everton,Man City,0.0,2.0,4.0,15.0,A,10.0,6.25,1.3,0.1,0.16,0.75,2,2,0.658,0,0.0,-2016.0,-1016.0,0.0,-908.390884917297,91.60911508270317,0.0,-904.1774309451398,95.82256905486
2018-2019,Brighton,Burnley,1.0,3.0,16.0,9.0,A,2.05,3.3,4.2,0.47,0.29,0.23,2,1,0.398,0,-0.0,-2016.0,-1016.0,0.0,-908.390884917297,91.60911508270317,0.0,-904.1774309451398,95.82256905486
2018-2019,Crystal Palace,West Ham,1.0,1.0,25.0,6.0,D,2.1,3.5,3.75,0.46,0.28,0.26,0,1,0.526,1,-50.0,-2066.0,-1066.0,-4.5804557541351585,-912.9713406714321,87.02865932856801,-3.0571240517555283,-907.2345549968953,92.76544500310447
2018-2019,Fulham,Man United,0.0,3.0,15.0,15.0,A,5.5,4.4,1.61,0.18,0.22,0.6,2,2,0.654,1,30.500000000000004,-2035.5,-1035.5,2.6543741095213247,-910.3169665619108,89.68303343808934,1.7648250560329064,-905.4697299408624,94.53027005913738
2018-2019,Huddersfield,Arsenal,1.0,2.0,15.0,9.0,A,5.75,4.4,1.6,0.17,0.22,0.61,2,2,0.806,1,30.000000000000004,-2005.5,-1005.5,2.6904910031426805,-907.6264755587681,92.37352444123202,3.829206841545008,-901.6405230993174,98.35947690068238
2018-2019,Liverpool,Bournemouth,3.0,0.0,20.0,12.0,H,1.22,7.5,14.0,0.8,0.13,0.07,1,1,0.7,0,0.0,-2005.5,-1005.5,0.0,-907.6264755587681,92.37352444123202,0.0,-901.6405230993174,98.35947690068238
2018-2019,Southampton,Cardiff,1.0,2.0,14.0,6.0,A,1.75,3.9,5.0,0.56,0.25,0.19,2,1,0.418,0,-0.0,-2005.5,-1005.5,0.0,-907.6264755587681,92.37352444123202,0.0,-901.6405230993174,98.35947690068238
2018-2019,Watford,Everton,1.0,0.0,7.0,9.0,H,2.35,3.5,3.2,0.42,0.28,0.3,1,1,0.52,1,67.5,-1938.0,-938.0,6.2352128997831615,-901.3912626589849,98.60873734101519,5.03477572385368,-896.6057473754637,103.39425262453607
2018-2019,Man City,Chelsea,6.0,0.0,15.0,12.0,H,1.5,4.75,7.0,0.65,0.21,0.14,1,1,0.47,0,0.0,-1938.0,-938.0,0.0,-901.3912626589849,98.60873734101519,0.0,-896.6057473754637,103.39425262453607
2018-2019,Tottenham,Leicester,3.0,1.0,12.0,20.0,H,1.7,3.9,5.5,0.57,0.25,0.18,1,1,0.696,1,35.0,-1903.0,-903.0,3.4513058069355314,-897.9399568520494,102.06004314795072,3.106929268832687,-893.498818106631,106.50118189336875
2018-2019,Wolves,Newcastle,1.0,1.0,22.0,9.0,D,1.7,3.75,5.75,0.57,0.26,0.17,0,1,0.652,1,-50.0,-1953.0,-953.0,-5.103002157397537,-903.0429590094469,96.95704099055318,-3.7413130708230833,-897.2401311774541,102.75986882254567
2018-2019,Cardiff,Watford,1.0,5.0,15.0,12.0,A,3.1,3.4,2.45,0.32,0.29,0.4,2,0,0.368,1,-50.0,-2003.0,-1003.0,-4.84785204952766,-907.8908110589746,92.10918894102552,-3.664885195031929,-900.9050163724861,99.09498362751374
2018-2019,West Ham,Fulham,3.0,1.0,21.0,8.0,H,1.95,3.8,4.0,0.5,0.26,0.24,1,1,0.648,1,47.5,-1955.5,-955.5,4.375186474698713,-903.5156245842759,96.48437541572423,4.332590335305218,-896.5724260371809,103.42757396281895
2018-2019,Bournemouth,Wolves,1.0,1.0,10.0,10.0,D,2.87,3.4,2.62,0.34,0.29,0.37,0,1,0.428,1,-50.0,-2005.5,-1005.5,-4.824218770786212,-908.339843355062,91.66015664493801,-3.714713425685581,-900.2871394628664,99.71286053713337
2018-2019,Burnley,Tottenham,2.0,1.0,10.0,17.0,H,5.75,3.8,1.7,0.17,0.26,0.57,1,2,0.562,0,-0.0,-2005.5,-1005.5,0.0,-908.339843355062,91.66015664493801,0.0,-900.2871394628664,99.71286053713337
2018-2019,Leicester,Crystal Palace,1.0,4.0,27.0,7.0,A,2.25,3.4,3.5,0.43,0.29,0.28,2,1,0.376,0,-0.0,-2005.5,-1005.5,0.0,-908.339843355062,91.66015664493801,0.0,-900.2871394628664,99.71286053713337
2018-2019,Newcastle,Huddersfield,2.0,0.0,29.0,3.0,H,1.83,3.5,5.25,0.53,0.28,0.19,1,1,0.628,1,41.5,-1964.0,-964.0,3.803896500764928,-904.5359468542971,95.46405314570293,3.073750783280266,-897.2133886795862,102.78661132041363
2018-2019,Arsenal,Southampton,2.0,0.0,12.0,10.0,H,1.5,4.75,7.0,0.65,0.21,0.14,1,1,0.68,0,0.0,-1964.0,-964.0,0.0,-904.5359468542971,95.46405314570293,0.0,-897.2133886795862,102.78661132041363
2018-2019,Man United,Liverpool,0.0,0.0,6.0,7.0,D,3.1,3.5,2.37,0.31,0.28,0.41,0,1,0.458,1,-50.0,-2014.0,-1014.0,-4.773202657285147,-909.3091495115823,90.6908504884178,-4.668541336125982,-901.8819300157121,98.11806998428764
2018-2019,Cardiff,Everton,0.0,3.0,6.0,12.0,A,3.75,3.4,2.15,0.26,0.29,0.45,2,1,0.376,1,-50.0,-2064.0,-1064.0,-4.53454252442089,-913.8436920360032,86.15630796399691,-4.138569874978287,-906.0204998906904,93.97950010930936
2018-2019,Huddersfield,Wolves,1.0,0.0,15.0,7.0,H,5.0,3.5,1.85,0.19,0.28,0.53,1,2,0.802,1,-50.0,-2114.0,-1114.0,-4.307815398199845,-918.151507434203,81.84849256579706,-8.564949896325698,-914.5854497870162,85.41455021298366
2018-2019,Leicester,Brighton,2.0,1.0,19.0,15.0,H,1.9,3.5,4.6,0.51,0.28,0.21,1,1,0.508,0,0.0,-2114.0,-1114.0,0.0,-918.151507434203,81.84849256579706,0.0,-914.5854497870162,85.41455021298366
2018-2019,Newcastle,Burnley,2.0,0.0,12.0,12.0,H,2.15,3.3,3.9,0.45,0.3,0.25,1,1,0.596,1,57.49999999999999,-2056.5,-1056.5,4.7062883225333305,-913.4452191116698,86.55478088833038,4.347262330394479,-910.2381874566216,89.76181254337814
2018-2019,Arsenal,Bournemouth,5.0,1.0,16.0,13.0,H,1.44,5.0,7.5,0.68,0.19,0.13,1,1,0.668,0,0.0,-2056.5,-1056.5,0.0,-913.4452191116698,86.55478088833038,0.0,-910.2381874566216,89.76181254337814
2018-2019,Chelsea,Tottenham,2.0,0.0,11.0,9.0,H,2.3,3.5,3.25,0.42,0.28,0.3,1,1,0.438,0,0.0,-2056.5,-1056.5,0.0,-913.4452191116698,86.55478088833038,0.0,-910.2381874566216,89.76181254337814
2018-2019,Crystal Palace,Man United,1.0,3.0,17.0,13.0,A,3.25,3.5,2.3,0.3,0.28,0.42,2,2,0.452,0,0.0,-2056.5,-1056.5,0.0,-913.4452191116698,86.55478088833038,0.0,-910.2381874566216,89.76181254337814
2018-2019,Liverpool,Watford,5.0,0.0,19.0,5.0,H,1.28,6.0,12.0,0.76,0.16,0.08,1,1,0.784,0,0.0,-2056.5,-1056.5,0.0,-913.4452191116698,86.55478088833038,0.0,-910.2381874566216,89.76181254337814
2018-2019,Man City,West Ham,1.0,0.0,20.0,2.0,H,1.16,9.0,19.0,0.84,0.11,0.05,1,1,0.868,0,0.0,-2056.5,-1056.5,0.0,-913.4452191116698,86.55478088833038,0.0,-910.2381874566216,89.76181254337814
2018-2019,Southampton,Fulham,2.0,0.0,14.0,14.0,H,1.9,3.7,4.33,0.51,0.26,0.22,1,1,0.654,1,44.99999999999999,-2011.5,-1011.5,3.8949651399748673,-909.5502539716949,90.44974602830526,3.6265977398757765,-906.6115897167458,93.38841028325392
2018-2019,Bournemouth,Man City,0.0,1.0,0.0,23.0,A,13.0,7.5,1.22,0.07,0.13,0.8,2,2,0.726,0,0.0,-2011.5,-1011.5,0.0,-909.5502539716949,90.44974602830526,0.0,-906.6115897167458,93.38841028325392
2018-2019,Brighton,Huddersfield,1.0,0.0,13.0,6.0,H,1.85,3.4,5.25,0.53,0.29,0.19,1,1,0.596,1,42.50000000000001,-1969.0,-969.0,3.844114206202974,-905.7061397654919,94.29386023450823,2.634870778746708,-903.9767189379991,96.02328106200062
2018-2019,Burnley,Crystal Palace,1.0,3.0,18.0,10.0,A,2.8,3.3,2.75,0.35,0.3,0.36,2,1,0.51,1,-50.0,-2019.0,-1019.0,-4.714693011725411,-910.4208327772174,89.57916722278281,-4.622345187857019,-908.5990641258561,91.4009358741436
2018-2019,Man United,Southampton,3.0,2.0,16.0,6.0,H,1.45,4.5,8.5,0.67,0.22,0.11,1,1,0.846,1,22.499999999999996,-1996.5,-996.5,2.015531262512613,-908.4053015147048,91.59469848529542,2.8243779453966282,-905.7746861804595,94.22531381954023
2018-2019,Tottenham,Arsenal,1.0,1.0,10.0,9.0,D,2.05,3.7,3.75,0.48,0.26,0.26,0,1,0.454,0,-0.0,-1996.5,-996.5,0.0,-908.4053015147048,91.59469848529542,0.0,-905.7746861804595,94.22531381954023
2018-2019,West Ham,Newcastle,2.0,0.0,10.0,17.0,H,2.15,3.5,3.6,0.45,0.28,0.27,1,1,0.438,0,0.0,-1996.5,-996.5,0.0,-908.4053015147048,91.59469848529542,0.0,-905.7746861804595,94.22531381954023
2018-2019,Wolves,Cardiff,2.0,0.0,13.0,12.0,H,1.5,4.33,8.0,0.65,0.23,0.12,1,1,0.67,0,0.0,-1996.5,-996.5,0.0,-908.4053015147048,91.59469848529542,0.0,-905.7746861804595,94.22531381954023
2018-2019,Everton,Liverpool,0.0,0.0,7.0,10.0,D,6.0,4.2,1.61,0.16,0.23,0.61,0,2,0.694,1,-50.0,-2046.5,-1046.5,-4.579734924264772,-912.9850364389696,87.01496356103065,-3.5260590475410303,-909.3007452280006,90.69925477199921
2018-2019,Fulham,Chelsea,1.0,2.0,12.0,20.0,A,6.5,4.5,1.53,0.15,0.22,0.63,2,2,0.596,0,0.0,-2046.5,-1046.5,0.0,-912.9850364389696,87.01496356103065,0.0,-909.3007452280006,90.69925477199921
2018-2019,Watford,Leicester,2.0,1.0,6.0,14.0,H,2.55,3.3,3.0,0.38,0.29,0.32,1,0,0.442,1,-50.0,-2096.5,-1096.5,-4.350748178051533,-917.3357846170211,82.66421538297912,-4.220847487978296,-913.5215927159788,86.47840728402092
2018-2019,Cardiff,West Ham,2.0,0.0,16.0,9.0,H,3.6,3.5,2.15,0.27,0.28,0.45,1,1,0.468,1,130.0,-1966.5,-966.5,10.746347999787286,-906.5894366172338,93.41056338276641,13.103917004486425,-900.4176757114924,99.58232428850734
2018-2019,Crystal Palace,Brighton,1.0,2.0,15.0,4.0,A,1.83,3.6,5.0,0.53,0.27,0.2,2,1,0.422,0,-0.0,-1966.5,-966.5,0.0,-906.5894366172338,93.41056338276641,0.0,-900.4176757114924,99.58232428850734
2018-2019,Huddersfield,Bournemouth,0.0,2.0,8.0,8.0,A,3.4,3.3,2.35,0.29,0.3,0.42,2,2,0.456,0,0.0,-1966.5,-966.5,0.0,-906.5894366172338,93.41056338276641,0.0,-900.4176757114924,99.58232428850734
2018-2019,Leicester,Fulham,3.0,1.0,18.0,6.0,H,1.57,4.5,6.0,0.62,0.22,0.16,1,1,0.62,0,0.0,-1966.5,-966.5,0.0,-906.5894366172338,93.41056338276641,0.0,-900.4176757114924,99.58232428850734
2018-2019,Man City,Watford,3.0,1.0,19.0,2.0,H,1.16,9.0,19.0,0.84,0.11,0.05,1,1,0.656,0,0.0,-1966.5,-966.5,0.0,-906.5894366172338,93.41056338276641,0.0,-900.4176757114924,99.58232428850734
2018-2019,Newcastle,Everton,3.0,2.0,19.0,7.0,H,2.8,3.25,2.8,0.35,0.3,0.35,1,1,0.59,1,89.99999999999999,-1876.5,-876.5,8.406950704448978,-898.1824859127848,101.81751408721539,11.929841007904285,-888.4878347035881,111.51216529641162
2018-2019,Southampton,Tottenham,2.0,1.0,12.0,16.0,H,4.5,3.8,1.85,0.22,0.26,0.53,1,2,0.402,0,-0.0,-1876.5,-876.5,0.0,-898.1824859127848,101.81751408721539,0.0,-888.4878347035881,111.51216529641162
2018-2019,Arsenal,Man United,2.0,0.0,14.0,14.0,H,2.4,3.6,3.0,0.41,0.27,0.32,1,2,0.504,1,-50.0,-1926.5,-926.5,-5.090875704360769,-903.2733616171456,96.72663838285462,-5.807175866141758,-894.2950105697298,105.70498943026986
2018-2019,Chelsea,Wolves,1.0,1.0,22.0,2.0,D,1.55,4.2,7.0,0.63,0.23,0.14,0,1,0.552,0,-0.0,-1926.5,-926.5,0.0,-903.2733616171456,96.72663838285462,0.0,-894.2950105697298,105.70498943026986
2018-2019,Liverpool,Burnley,4.0,2.0,23.0,3.0,H,1.16,8.5,21.0,0.84,0.11,0.05,1,1,0.74,0,0.0,-1926.5,-926.5,0.0,-903.2733616171456,96.72663838285462,0.0,-894.2950105697298,105.70498943026986
2018-2019,Bournemouth,Newcastle,2.0,2.0,10.0,12.0,D,2.05,3.6,3.8,0.47,0.27,0.26,0,2,0.472,1,-50.0,-1976.5,-976.5,-4.836331919142731,-908.1096935362883,91.89030646371188,-6.732687110871164,-901.027697680601,98.9723023193987
2018-2019,Burnley,Leicester,1.0,2.0,13.0,9.0,A,3.1,3.4,2.45,0.32,0.29,0.4,2,2,0.612,1,72.50000000000001,-1904.0,-904.0,6.662047218619112,-901.4476463176692,98.55235368233099,8.48853296503554,-892.5391647155654,107.46083528443424
2018-2019,West Ham,Huddersfield,4.0,3.0,16.0,15.0,H,1.55,4.2,7.0,0.63,0.23,0.14,1,1,0.718,1,27.500000000000004,-1876.5,-876.5,2.7101897262641024,-898.7374565914051,101.26254340859509,2.257249141160803,-890.2819155744046,109.71808442559504
2018-2019,Everton,Chelsea,2.0,0.0,15.0,16.0,H,4.0,3.8,1.95,0.24,0.26,0.5,1,2,0.628,1,-50.0,-1926.5,-926.5,-5.063127170429755,-903.8005837618349,96.19941623816534,-4.630575068499575,-894.9124906429041,105.08750935709546
2018-2019,Fulham,Liverpool,1.0,2.0,7.0,16.0,A,12.0,7.0,1.25,0.08,0.14,0.78,2,2,0.864,1,12.5,-1914.0,-914.0,1.202492702977067,-902.5980910588578,97.40190894114241,1.2517776849889313,-893.6607129579152,106.3392870420844
2018-2019,Brighton,Southampton,0.0,1.0,14.0,8.0,A,2.55,3.2,3.1,0.38,0.3,0.31,2,0,0.504,1,-50.0,-1964.0,-964.0,-4.870095447057121,-907.4681865059149,92.53181349408528,-6.078062071861074,-899.7387750297762,100.26122497022332
2018-2019,Burnley,Wolves,2.0,0.0,5.0,8.0,H,3.2,3.25,2.45,0.3,0.3,0.4,1,1,0.428,1,110.00000000000001,-1854.0,-854.0,10.178499484349382,-897.2896870215656,102.71031297843467,9.28380381214664,-890.4549712176296,109.54502878236997
2018-2019,Crystal Palace,Huddersfield,2.0,0.0,19.0,15.0,H,1.45,4.4,9.0,0.67,0.22,0.11,1,1,0.842,1,22.499999999999996,-1831.5,-831.5,2.31098204201478,-894.9787049795508,105.02129502044946,3.2837509023449347,-887.1712203152846,112.8287796847149
2018-2019,Fulham,Man City,0.0,2.0,5.0,24.0,A,21.0,11.0,1.12,0.05,0.09,0.87,2,2,0.656,0,0.0,-1831.5,-831.5,0.0,-894.9787049795508,105.02129502044946,0.0,-887.1712203152846,112.8287796847149
2018-2019,Leicester,Bournemouth,2.0,0.0,18.0,8.0,H,1.85,3.8,4.5,0.53,0.26,0.22,1,1,0.46,0,0.0,-1831.5,-831.5,0.0,-894.9787049795508,105.02129502044946,0.0,-887.1712203152846,112.8287796847149
2018-2019,Man United,Watford,2.0,1.0,8.0,20.0,H,1.44,4.75,8.0,0.67,0.2,0.12,1,1,0.722,1,21.999999999999996,-1809.5,-809.5,2.310468490449888,-892.6682364891009,107.33176351089935,1.5794324548397223,-885.5917878604448,114.40821213955462
2018-2019,West Ham,Everton,0.0,2.0,3.0,17.0,A,2.55,3.5,2.9,0.38,0.28,0.34,2,0,0.502,1,-50.0,-1859.5,-859.5,-5.366588175544968,-898.0348246646458,101.96517533535439,-7.352106042160837,-892.9438939026056,107.05610609739378
2018-2019,Cardiff,Chelsea,1.0,2.0,8.0,21.0,A,9.0,4.5,1.44,0.11,0.22,0.68,2,2,0.43,0,0.0,-1859.5,-859.5,0.0,-898.0348246646458,101.96517533535439,0.0,-892.9438939026056,107.05610609739378
2018-2019,Liverpool,Tottenham,2.0,1.0,14.0,11.0,H,1.61,4.2,6.0,0.61,0.23,0.16,1,1,0.72,1,30.500000000000004,-1829.0,-829.0,3.1099378477283097,-894.9248868169175,105.07511318308269,2.7707649630949764,-890.1731289395107,109.82687106048876
2018-2019,Arsenal,Newcastle,2.0,0.0,7.0,3.0,H,1.36,5.25,9.5,0.71,0.18,0.1,1,1,0.626,0,0.0,-1829.0,-829.0,0.0,-894.9248868169175,105.07511318308269,0.0,-890.1731289395107,109.82687106048876
2018-2019,Watford,Fulham,4.0,1.0,15.0,17.0,H,1.72,4.0,5.0,0.56,0.24,0.19,1,1,0.638,1,36.0,-1793.0,-793.0,3.782704074590977,-891.1421827423266,108.85781725767367,2.6827731386440963,-887.4903558008666,112.50964419913285
2018-2019,Wolves,Man United,2.0,1.0,9.0,18.0,H,4.0,3.6,2.0,0.24,0.27,0.49,1,2,0.446,0,-0.0,-1793.0,-793.0,0.0,-891.1421827423266,108.85781725767367,0.0,-887.4903558008666,112.50964419913285
2018-2019,Chelsea,Brighton,3.0,0.0,17.0,3.0,H,1.25,6.5,15.0,0.78,0.15,0.07,1,1,0.73,0,0.0,-1793.0,-793.0,0.0,-891.1421827423266,108.85781725767367,0.0,-887.4903558008666,112.50964419913285
2018-2019,Man City,Cardiff,2.0,0.0,27.0,4.0,H,1.06,17.0,34.0,0.91,0.06,0.03,1,1,0.576,0,0.0,-1793.0,-793.0,0.0,-891.1421827423266,108.85781725767367,0.0,-887.4903558008666,112.50964419913285
2018-2019,Tottenham,Crystal Palace,2.0,0.0,26.0,5.0,H,1.45,5.0,7.5,0.67,0.2,0.13,1,1,0.47,0,0.0,-1793.0,-793.0,0.0,-891.1421827423266,108.85781725767367,0.0,-887.4903558008666,112.50964419913285
2018-2019,Southampton,Liverpool,1.0,3.0,11.0,17.0,A,9.0,5.0,1.4,0.11,0.2,0.7,2,2,0.706,0,0.0,-1793.0,-793.0,0.0,-891.1421827423266,108.85781725767367,0.0,-887.4903558008666,112.50964419913285
2018-2019,Bournemouth,Burnley,1.0,3.0,10.0,11.0,A,2.1,3.6,3.75,0.47,0.27,0.26,2,2,0.42,1,137.5,-1655.5,-655.5,14.96794987293013,-876.1742328693964,123.82576713060381,15.683456437068774,-871.8068993637978,128.19310063620162
2018-2019,Huddersfield,Leicester,1.0,4.0,10.0,18.0,A,5.0,4.0,1.72,0.19,0.24,0.56,2,2,0.732,1,36.0,-1619.5,-619.5,4.457727616701737,-871.7165052526947,128.28349474730555,4.852931590920136,-866.9539677728777,133.04603222712177
2018-2019,Newcastle,Crystal Palace,0.0,1.0,18.0,3.0,A,2.6,3.25,3.0,0.38,0.3,0.32,2,1,0.366,0,-0.0,-1619.5,-619.5,0.0,-871.7165052526947,128.28349474730555,0.0,-866.9539677728777,133.04603222712177
2018-2019,Everton,Arsenal,1.0,0.0,23.0,7.0,H,3.0,3.75,2.35,0.32,0.26,0.42,1,2,0.544,1,-50.0,-1669.5,-669.5,-6.414174737365278,-878.13067999006,121.86932000994028,-5.555255380711402,-872.5092231535891,127.49077684641037
2018-2019,Chelsea,West Ham,2.0,0.0,16.0,9.0,H,1.33,5.75,9.5,0.73,0.17,0.1,1,1,0.836,1,16.500000000000004,-1653.0,-653.0,2.010843780164015,-876.119836209896,123.88016379010429,2.037411447595629,-870.4718117059934,129.528188294006
2018-2019,Leicester,Newcastle,0.0,1.0,12.0,11.0,A,1.66,4.0,5.75,0.59,0.24,0.17,2,1,0.6,0,-0.0,-1653.0,-653.0,0.0,-876.119836209896,123.88016379010429,0.0,-870.4718117059934,129.528188294006
2018-2019,Brighton,Bournemouth,0.0,5.0,8.0,14.0,A,2.3,3.4,3.4,0.43,0.29,0.29,2,1,0.516,1,-50.0,-1703.0,-703.0,-6.194008189505215,-882.3138443994012,117.68615560059908,-4.660606196570483,-875.1324179025639,124.8675820974355
2018-2019,Burnley,Cardiff,2.0,0.0,14.0,14.0,H,1.9,3.6,4.5,0.51,0.27,0.22,1,1,0.524,0,0.0,-1703.0,-703.0,0.0,-882.3138443994012,117.68615560059908,0.0,-875.1324179025639,124.8675820974355
2018-2019,Fulham,Everton,2.0,0.0,12.0,8.0,H,5.0,4.0,1.75,0.2,0.24,0.56,1,2,0.67,1,-50.0,-1753.0,-753.0,-5.884307780029954,-888.1981521794312,111.80184782056912,-5.0703806063807155,-880.2027985089446,119.79720149105479
2018-2019,Man United,West Ham,2.0,1.0,14.0,18.0,H,1.4,5.25,8.5,0.7,0.19,0.12,1,1,0.852,1,19.999999999999996,-1733.0,-733.0,2.236036956411382,-885.9621152230199,114.0378847769805,3.1033950710588094,-877.0994034378858,122.9005965621136
2018-2019,Southampton,Wolves,3.0,1.0,13.0,17.0,H,2.6,3.25,3.0,0.38,0.3,0.32,1,1,0.498,1,80.0,-1653.0,-653.0,9.123030782158441,-876.8390844408614,123.16091555913894,8.046806390046914,-869.052597047839,130.94740295216053
2018-2019,Tottenham,Huddersfield,4.0,0.0,22.0,7.0,H,1.22,7.0,15.0,0.8,0.14,0.07,1,1,0.682,0,0.0,-1653.0,-653.0,0.0,-876.8390844408614,123.16091555913894,0.0,-869.052597047839,130.94740295216053
2018-2019,Crystal Palace,Man City,1.0,3.0,7.0,20.0,A,11.0,6.0,1.3,0.09,0.16,0.75,2,2,0.506,0,0.0,-1653.0,-653.0,0.0,-876.8390844408614,123.16091555913894,0.0,-869.052597047839,130.94740295216053
2018-2019,Liverpool,Chelsea,2.0,0.0,15.0,6.0,H,1.66,4.2,5.25,0.58,0.23,0.18,1,1,0.638,1,32.99999999999999,-1620.0,-620.0,4.064310213451585,-872.7747742274098,127.22522577259053,2.703655112494336,-866.3489419353447,133.65105806465488
2018-2019,Watford,Arsenal,0.0,1.0,11.0,19.0,A,3.2,3.75,2.25,0.3,0.26,0.43,2,0,0.444,1,-50.0,-1670.0,-670.0,-6.361261288629527,-879.1360355160393,120.86396448396101,-7.470997993973872,-873.8199399293186,126.18006007068101
2018-2019,Brighton,Cardiff,0.0,2.0,14.0,10.0,A,2.0,3.3,4.5,0.49,0.3,0.22,2,1,0.538,0,-0.0,-1670.0,-670.0,0.0,-879.1360355160393,120.86396448396101,0.0,-873.8199399293186,126.18006007068101
