mktProb_homeWin,mktProb_Draw,mktProb_awayWin,eloProb_homeWin,eloProb_awayWin,AttackPowerHome,DefensePowerHome,goalDiffPowerHome,shotDiffPowerHome,formPowerHome,AttackPowerAway,DefensePowerAway,goalDiffPowerAway,shotDiffPowerAway,formPowerAway,Result
0.54,0.26,0.2,0.5793640667505732,0.4206359332494268,0.14814814814814814,0.1272727272727273,1.1428571428571428,0.9818181818181819,0.4444444444444444,0.06666666666666667,0.140625,0.3333333333333333,0.703125,0.2222222222222222,1
0.52,0.28,0.21,0.5658558942272321,0.43414410577276785,0.16867469879518074,0.15999999999999998,1.7500000000000002,1.66,0.6666666666666666,0.16129032258064516,0.11666666666666667,1.4285714285714286,1.0333333333333334,0.5,1
0.69,0.2,0.11,0.5443075366082128,0.4556924633917872,0.07058823529411765,0.07692307692307693,1.5,1.6346153846153846,0.5555555555555556,0.09411764705882353,0.15789473684210525,0.8888888888888888,1.4912280701754386,0.3888888888888889,1
0.39,0.28,0.33,0.47707390897228935,0.5229260910277107,0.1212121212121212,0.13114754098360656,1.0,1.0819672131147542,0.3888888888888889,0.10526315789473684,0.11940298507462686,1.0,1.1343283582089552,0.5555555555555556,1
0.16,0.26,0.58,0.3472680724098364,0.6527319275901636,0.08536585365853659,0.15942028985507245,0.6363636363636365,1.1884057971014492,0.3333333333333333,0.24590163934426232,0.11627906976744186,3.0,1.4186046511627906,0.8888888888888888,1
0.21,0.28,0.52,0.4736178533603677,0.5263821466396323,0.1320754716981132,0.07936507936507937,1.4000000000000001,0.8412698412698413,0.5555555555555556,0.0975609756097561,0.0625,2.6666666666666665,1.7083333333333333,0.6666666666666666,0
0.33,0.3,0.38,0.37523862789641416,0.6247613721035858,0.09615384615384616,0.09859154929577466,0.7142857142857143,0.732394366197183,0.3888888888888889,0.14444444444444443,0.11764705882352941,2.1666666666666665,1.7647058823529411,0.7777777777777778,2
0.35,0.28,0.37,0.42355231939596955,0.5764476806040305,0.1,0.13157894736842107,0.6,0.7894736842105263,0.2777777777777778,0.15,0.11666666666666667,1.2857142857142856,1.0,0.4444444444444444,2
0.45,0.28,0.28,0.5204264109164862,0.47957358908351383,0.0625,0.18181818181818182,0.25,0.7272727272727273,0.2222222222222222,0.09523809523809523,0.18867924528301885,0.6,1.1886792452830188,0.2222222222222222,2
0.38,0.3,0.33,0.45957666085952614,0.5404233391404739,0.09090909090909091,0.08823529411764705,0.6666666666666666,0.6470588235294117,0.5,0.15,0.11111111111111112,1.2857142857142856,0.9523809523809523,0.5555555555555556,0
0.32,0.28,0.4,0.35616562208542546,0.6438343779145747,0.06122448979591837,0.13636363636363635,0.3333333333333333,0.7424242424242423,0.2222222222222222,0.15625000000000003,0.047619047619047616,3.3333333333333335,1.0158730158730158,0.6666666666666666,1
0.58,0.26,0.16,0.5851880457061431,0.4148119542938568,0.1323529411764706,0.12941176470588237,0.8181818181818182,0.8,0.5,0.08823529411764705,0.09523809523809523,0.75,0.8095238095238095,0.3888888888888889,1
0.52,0.28,0.21,0.47506805581408795,0.5249319441859119,0.06944444444444445,0.11475409836065575,0.7142857142857143,1.180327868852459,0.3888888888888889,0.06410256410256411,0.048192771084337345,1.2500000000000002,0.9397590361445782,0.4444444444444444,2
0.5,0.28,0.22,0.5875376399905322,0.41246236000946773,0.13559322033898302,0.07936507936507937,1.5999999999999999,0.9365079365079365,0.6111111111111112,0.11475409836065575,0.14545454545454545,0.8750000000000001,1.1090909090909091,0.3888888888888889,2
0.69,0.2,0.11,0.5779103484368224,0.42208965156317746,0.24193548387096772,0.13333333333333333,2.5,1.3777777777777778,0.8333333333333334,0.1688311688311688,0.15254237288135591,1.4444444444444444,1.305084745762712,0.5555555555555556,2
0.43,0.28,0.3,0.5658720663317114,0.4341279336682886,0.13793103448275862,0.09589041095890412,1.1428571428571428,0.7945205479452054,0.4444444444444444,0.046875,0.17142857142857143,0.25,0.9142857142857143,0.1111111111111111,2
0.64,0.24,0.12,0.5857384316204123,0.4142615683795877,0.18333333333333332,0.09523809523809523,1.8333333333333333,0.9523809523809523,0.5555555555555556,0.07407407407407407,0.10144927536231885,0.5714285714285714,0.782608695652174,0.3888888888888889,1
0.58,0.26,0.16,0.5859582280976909,0.41404177190230906,0.14814814814814814,0.07692307692307693,3.0,1.5576923076923077,0.8888888888888888,0.17857142857142858,0.14666666666666667,0.9090909090909092,0.7466666666666667,0.5,1
0.69,0.2,0.11,0.621469959048637,0.378530040951363,0.09638554216867469,0.07272727272727272,2.0,1.5090909090909093,0.5555555555555556,0.06410256410256411,0.11475409836065575,0.7142857142857143,1.278688524590164,0.3888888888888889,0
0.41,0.27,0.32,0.5608758599336133,0.4391241400663868,0.14705882352941177,0.04285714285714286,3.3333333333333335,0.9714285714285715,0.6666666666666666,0.07142857142857142,0.08,0.6666666666666666,0.7466666666666667,0.3888888888888889,0
0.58,0.26,0.16,0.5528830403217425,0.44711695967825743,0.11428571428571428,0.16666666666666666,0.7272727272727273,1.0606060606060606,0.5,0.034482758620689655,0.13636363636363635,0.2222222222222222,0.8787878787878788,0.2222222222222222,1
0.38,0.28,0.34,0.49579398261987967,0.5042060173801204,0.06578947368421054,0.024096385542168672,2.5000000000000004,0.9156626506024096,0.6111111111111112,0.09615384615384616,0.06451612903225806,1.2500000000000002,0.8387096774193548,0.4444444444444444,1
0.45,0.28,0.28,0.4697888604415595,0.5302111395584405,0.12903225806451613,0.1272727272727273,1.1428571428571428,1.1272727272727274,0.5555555555555556,0.10256410256410256,0.1267605633802817,0.8888888888888888,1.0985915492957745,0.5,2
0.43,0.28,0.3,0.5040882731958964,0.4959117268041035,0.1,0.14102564102564102,0.5454545454545455,0.7692307692307693,0.2222222222222222,0.04651162790697674,0.22641509433962262,0.16666666666666666,0.8113207547169811,0.16666666666666666,0
0.47,0.28,0.26,0.5313335161965529,0.46866648380344716,0.09836065573770493,0.10144927536231885,0.8571428571428571,0.8840579710144927,0.3888888888888889,0.09375,0.19047619047619047,0.5,1.0158730158730158,0.1111111111111111,1
0.67,0.21,0.12,0.6910779330756205,0.3089220669243795,0.15384615384615385,0.05357142857142857,4.0,1.3928571428571428,1.0,0.08955223880597016,0.09433962264150943,1.2,1.2641509433962264,0.5555555555555556,1
0.67,0.21,0.12,0.5264019869981749,0.47359801300182514,0.12,0.07407407407407407,2.25,1.3888888888888888,0.6111111111111112,0.10256410256410256,0.05714285714285714,2.0,1.1142857142857143,0.6111111111111112,1
0.37,0.28,0.35,0.48433686236565876,0.5156631376343412,0.05454545454545455,0.12162162162162161,0.3333333333333333,0.7432432432432432,0.2222222222222222,0.05970149253731343,0.15151515151515152,0.39999999999999997,1.0151515151515151,0.2777777777777778,2
0.52,0.28,0.21,0.6072536490030687,0.3927463509969313,0.18840579710144925,0.10937500000000001,1.857142857142857,1.078125,0.7222222222222222,0.05333333333333333,0.1176470588235294,0.5,1.102941176470588,0.2777777777777778,0
0.47,0.28,0.26,0.5048170615412851,0.4951829384587148,0.05357142857142857,0.1285714285714286,0.3333333333333333,0.8,0.2222222222222222,0.06976744186046512,0.1724137931034483,0.3,0.7413793103448276,0.2222222222222222,0
0.2,0.26,0.54,0.41079719933370307,0.589202800666297,0.07692307692307693,0.11940298507462686,0.5,0.7761194029850746,0.2777777777777778,0.20588235294117646,0.16279069767441862,2.0,1.5813953488372092,0.6666666666666666,2
0.52,0.28,0.21,0.44966825200050137,0.5503317479994987,0.0816326530612245,0.11594202898550723,0.5,0.7101449275362318,0.2777777777777778,0.1285714285714286,0.10526315789473684,1.125,0.9210526315789473,0.6666666666666666,2
0.39,0.28,0.33,0.4790490395663919,0.520950960433608,0.15254237288135591,0.14084507042253522,0.8999999999999999,0.8309859154929577,0.5,0.17857142857142858,0.06779661016949151,2.5000000000000004,0.9491525423728814,0.5555555555555556,0
0.45,0.28,0.28,0.48776586416331524,0.5122341358366848,0.15625000000000003,0.1724137931034483,1.0,1.103448275862069,0.6666666666666666,0.12,0.07246376811594203,1.7999999999999998,1.0869565217391304,0.5555555555555556,1
0.6,0.26,0.15,0.5517102002383016,0.4482897997616983,0.1875,0.1794871794871795,1.7142857142857142,1.641025641025641,0.6666666666666666,0.15584415584415584,0.11111111111111112,1.7142857142857142,1.2222222222222223,0.8333333333333334,1
0.41,0.27,0.32,0.4797674803884448,0.5202325196115551,0.05128205128205128,0.06849315068493152,0.7999999999999999,1.0684931506849316,0.3333333333333333,0.0816326530612245,0.14516129032258063,0.4444444444444444,0.7903225806451611,0.2222222222222222,1
0.45,0.28,0.28,0.4991537271372566,0.5008462728627434,0.07352941176470588,0.19047619047619047,0.4166666666666667,1.0793650793650795,0.1111111111111111,0.06122448979591837,0.14864864864864863,0.27272727272727276,0.6621621621621621,0.05555555555555555,0
0.62,0.24,0.14,0.5718927302728719,0.42810726972712815,0.11111111111111112,0.05797101449275362,1.7500000000000002,0.9130434782608695,0.4444444444444444,0.09836065573770493,0.1111111111111111,0.75,0.8472222222222222,0.3888888888888889,1
0.54,0.26,0.2,0.6199738120423438,0.38002618795765614,0.11594202898550723,0.08333333333333334,1.1428571428571428,0.8214285714285714,0.6666666666666666,0.0606060606060606,0.10144927536231885,0.5714285714285714,0.9565217391304348,0.2777777777777778,1
0.26,0.28,0.47,0.38917422276812796,0.610825777231872,0.06451612903225806,0.15254237288135591,0.4444444444444444,1.0508474576271187,0.3888888888888889,0.12941176470588237,0.06896551724137931,2.75,1.4655172413793103,0.7777777777777778,1
0.28,0.28,0.45,0.3447767739833309,0.6552232260166692,0.10389610389610389,0.06756756756756757,1.5999999999999999,1.0405405405405406,0.5555555555555556,0.13924050632911392,0.018518518518518517,11.0,1.4629629629629628,1.0,1
0.4,0.28,0.33,0.46059910283443817,0.5394008971655618,0.11249999999999999,0.06666666666666667,1.7999999999999998,1.0666666666666667,0.6111111111111112,0.14864864864864863,0.08333333333333334,2.1999999999999997,1.2333333333333334,0.7222222222222222,0
0.33,0.28,0.39,0.39192366223552705,0.608076337764473,0.09090909090909091,0.1111111111111111,0.5,0.611111111111111,0.2777777777777778,0.0967741935483871,0.1081081081081081,0.75,0.8378378378378378,0.3888888888888889,1
0.38,0.28,0.34,0.48347328046599525,0.5165267195340048,0.09523809523809523,0.12068965517241381,0.8571428571428571,1.0862068965517242,0.5,0.05084745762711864,0.12,0.3333333333333333,0.7866666666666667,0.1111111111111111,2
0.58,0.26,0.16,0.6112877054682416,0.3887122945317584,0.16666666666666666,0.1764705882352941,1.8333333333333333,1.9411764705882353,0.6666666666666666,0.09836065573770493,0.1267605633802817,0.6666666666666666,0.8591549295774646,0.3888888888888889,1
0.52,0.28,0.2,0.5308383871781508,0.46916161282184926,0.14705882352941177,0.0588235294117647,2.5000000000000004,1.0,0.5555555555555556,0.10126582278481013,0.06666666666666667,1.5999999999999999,1.0533333333333332,0.5555555555555556,1
0.54,0.26,0.2,0.583498141125023,0.41650185887497715,0.1076923076923077,0.1694915254237288,0.7000000000000001,1.1016949152542372,0.5,0.061538461538461535,0.11940298507462686,0.5,0.9701492537313434,0.2222222222222222,2
0.56,0.26,0.18,0.5143039817630228,0.48569601823697717,0.14492753623188406,0.11267605633802816,1.2500000000000002,0.9718309859154929,0.6666666666666666,0.11363636363636365,0.075,1.6666666666666667,1.0999999999999999,0.6111111111111112,1
0.34,0.3,0.36,0.43306515486786,0.56693484513214,0.0816326530612245,0.15151515151515152,0.39999999999999997,0.7424242424242423,0.1111111111111111,0.05333333333333333,0.05970149253731343,1.0,1.119402985074627,0.3333333333333333,0
0.39,0.28,0.33,0.5143466631375759,0.4856533368624242,0.10714285714285714,0.12658227848101267,0.6,0.708860759493671,0.3888888888888889,0.11111111111111112,0.17857142857142858,0.5,0.8035714285714285,0.2222222222222222,0
0.43,0.28,0.3,0.47912707219719053,0.5208729278028096,0.14864864864864863,0.08108108108108107,1.8333333333333333,1.0,0.6111111111111112,0.10606060606060606,0.051948051948051945,1.7500000000000002,0.8571428571428571,0.8333333333333334,2
0.6,0.26,0.15,0.574572306056038,0.4254276939439619,0.10937500000000001,0.1325301204819277,0.6363636363636365,0.7710843373493975,0.2777777777777778,0.06666666666666667,0.2037037037037037,0.4545454545454546,1.3888888888888888,0.16666666666666666,2
0.66,0.22,0.12,0.6812216006398248,0.3187783993601751,0.13043478260869565,0.03333333333333333,4.5,1.15,0.8333333333333334,0.12244897959183675,0.08571428571428572,1.0,0.7,0.4444444444444444,0
0.22,0.28,0.5,0.37137487198021696,0.628625128019783,0.09090909090909091,0.15517241379310345,0.6666666666666666,1.1379310344827587,0.3333333333333333,0.14102564102564102,0.11864406779661017,1.5714285714285712,1.3220338983050848,0.6111111111111112,0
0.5,0.28,0.22,0.5449096906177033,0.4550903093822966,0.05633802816901408,0.043478260869565216,1.3333333333333333,1.028985507246377,0.3888888888888889,0.10714285714285714,0.13559322033898302,0.75,0.9491525423728814,0.3888888888888889,1
0.26,0.28,0.47,0.3436599671197389,0.6563400328802611,0.11428571428571428,0.21428571428571427,0.6666666666666666,1.2499999999999998,0.2777777777777778,0.13043478260869565,0.016949152542372878,9.0,1.1694915254237288,0.7222222222222222,0
0.62,0.25,0.13,0.6730485271306369,0.32695147286936305,0.1,0.04938271604938271,1.5,0.7407407407407407,0.8333333333333334,0.07999999999999999,0.125,0.5,0.7812500000000001,0.16666666666666666,1
0.24,0.27,0.49,0.3217260351894009,0.6782739648105991,0.09999999999999999,0.18867924528301885,0.39999999999999997,0.7547169811320754,0.1111111111111111,0.06896551724137931,0.043478260869565216,3.0,1.891304347826087,0.7222222222222222,1
0.56,0.26,0.18,0.49750411128211286,0.5024958887178871,0.11842105263157895,0.1272727272727273,1.2857142857142856,1.3818181818181818,0.5,0.13513513513513514,0.1323529411764706,1.1111111111111112,1.088235294117647,0.6666666666666666,1
0.52,0.28,0.21,0.5516001565521148,0.44839984344788525,0.07352941176470588,0.07894736842105264,0.8333333333333334,0.8947368421052633,0.3888888888888889,0.10606060606060606,0.12698412698412698,0.8750000000000001,1.0476190476190477,0.5,1
0.21,0.28,0.52,0.3563956729052001,0.6436043270948,0.11627906976744186,0.08860759493670887,1.4285714285714286,1.0886075949367089,0.5555555555555556,0.13157894736842107,0.16129032258064516,2.0,2.451612903225806,0.6666666666666666,1
0.47,0.28,0.26,0.5002767638505201,0.49972323614947994,0.12195121951219513,0.07058823529411765,0.8333333333333334,0.4823529411764706,0.3333333333333333,0.10714285714285714,0.11428571428571428,0.75,0.8,0.4444444444444444,2
0.37,0.28,0.35,0.4133434199689063,0.5866565800310938,0.05633802816901408,0.07246376811594203,0.7999999999999999,1.028985507246377,0.3888888888888889,0.11249999999999999,0.0945945945945946,1.2857142857142856,1.0810810810810811,0.4444444444444444,1
0.43,0.28,0.3,0.5332366657031324,0.46676333429686745,0.1090909090909091,0.1285714285714286,0.6666666666666666,0.7857142857142857,0.3888888888888889,0.11940298507462686,0.12222222222222222,0.7272727272727273,0.7444444444444444,0.2777777777777778,1
0.68,0.23,0.1,0.6133183262717254,0.38668167372827456,0.12162162162162161,0.2,1.2857142857142856,2.1142857142857143,0.5,0.10256410256410256,0.05128205128205128,2.0,1.0,0.5,1
0.35,0.28,0.37,0.4737347750944625,0.5262652249055374,0.08771929824561404,0.10937500000000001,0.7142857142857143,0.890625,0.4444444444444444,0.10526315789473684,0.1212121212121212,0.75,0.8636363636363636,0.3888888888888889,0
0.45,0.28,0.28,0.5199786102219806,0.4800213897780194,0.11249999999999999,0.10256410256410256,1.125,1.0256410256410258,0.4444444444444444,0.15384615384615385,0.18644067796610167,0.5454545454545455,0.6610169491525424,0.2222222222222222,1
0.64,0.24,0.12,0.6453387214118661,0.35466127858813384,0.13157894736842107,0.016129032258064516,10.000000000000002,1.225806451612903,0.7777777777777778,0.09090909090909091,0.04597701149425287,1.0,0.5057471264367815,0.3333333333333333,1
0.5,0.28,0.22,0.5080330990325921,0.4919669009674079,0.125,0.14516129032258063,0.8888888888888888,1.032258064516129,0.5,0.12162162162162161,0.1896551724137931,0.8181818181818182,1.2758620689655173,0.3333333333333333,1
0.33,0.28,0.39,0.3580282510176433,0.6419717489823568,0.05172413793103449,0.10447761194029852,0.42857142857142855,0.8656716417910447,0.16666666666666666,0.08219178082191782,0.0945945945945946,0.8571428571428571,0.9864864864864864,0.3888888888888889,1
0.5,0.28,0.22,0.46840537371597174,0.5315946262840282,0.11594202898550723,0.15294117647058822,0.6153846153846154,0.8117647058823529,0.2222222222222222,0.1,0.06944444444444445,1.4000000000000001,0.9722222222222222,0.5555555555555556,2
0.39,0.28,0.33,0.5334050567350349,0.46659494326496515,0.07865168539325842,0.10204081632653063,1.4000000000000001,1.8163265306122451,0.5555555555555556,0.15714285714285714,0.1754385964912281,1.0999999999999999,1.2280701754385965,0.5,2
0.47,0.28,0.26,0.4203580511393318,0.5796419488606682,0.15714285714285714,0.17567567567567566,0.8461538461538461,0.9459459459459458,0.5,0.10144927536231885,0.012987012987012986,7.000000000000001,0.8961038961038961,1.0,1
0.4,0.28,0.33,0.388139866625067,0.611860133374933,0.09375,0.16,0.5,0.8533333333333333,0.2222222222222222,0.14666666666666667,0.12,1.222222222222222,1.0,0.5555555555555556,2
0.38,0.28,0.34,0.4230159355061489,0.5769840644938511,0.125,0.07692307692307693,1.5,0.9230769230769231,0.5,0.12359550561797752,0.15,1.222222222222222,1.4833333333333334,0.6666666666666666,2
0.35,0.28,0.37,0.39802685889109907,0.6019731411089009,0.1111111111111111,0.15384615384615385,0.7999999999999999,1.1076923076923075,0.3333333333333333,0.08955223880597016,0.08536585365853659,0.8571428571428571,0.8170731707317073,0.4444444444444444,0
0.26,0.28,0.47,0.40962959770507756,0.5903704022949224,0.11428571428571428,0.07407407407407407,1.3333333333333333,0.8641975308641975,0.5555555555555556,0.07865168539325842,0.16666666666666669,1.0,2.119047619047619,0.3888888888888889,1
0.36,0.28,0.36,0.47538565996894305,0.524614340031057,0.09090909090909091,0.021739130434782608,3.0,0.717391304347826,0.8333333333333334,0.12048192771084337,0.019230769230769232,10.000000000000002,1.5961538461538463,0.7777777777777778,2
0.43,0.28,0.3,0.5445016591343107,0.4554983408656892,0.16666666666666669,0.19672131147540986,0.5833333333333334,0.6885245901639344,0.2222222222222222,0.12,0.16279069767441862,0.6428571428571428,0.872093023255814,0.2222222222222222,1
0.4,0.28,0.33,0.46836462960792924,0.5316353703920708,0.17910447761194032,0.1724137931034483,1.2,1.1551724137931034,0.6111111111111112,0.14102564102564102,0.16216216216216214,1.8333333333333333,2.108108108108108,0.6666666666666666,1
0.56,0.26,0.18,0.6215674533149075,0.3784325466850926,0.08,0.09210526315789475,0.8571428571428571,0.986842105263158,0.3888888888888889,0.06944444444444445,0.16666666666666666,0.38461538461538464,0.9230769230769231,0.05555555555555555,0
0.52,0.26,0.22,0.5521311980433614,0.44786880195663864,0.15492957746478872,0.1267605633802817,1.222222222222222,1.0,0.5555555555555556,0.07936507936507937,0.1320754716981132,0.7142857142857143,1.1886792452830188,0.4444444444444444,1
0.62,0.25,0.13,0.5831078288386693,0.4168921711613307,0.06896551724137931,0.1081081081081081,0.5,0.7837837837837837,0.2777777777777778,0.05357142857142857,0.08450704225352113,0.5,0.7887323943661972,0.2777777777777778,1
0.39,0.28,0.33,0.45084095419639847,0.5491590458036016,0.10526315789473684,0.06315789473684211,0.6666666666666666,0.39999999999999997,0.3333333333333333,0.15151515151515152,0.10526315789473684,1.6666666666666667,1.1578947368421053,0.6666666666666666,2
0.5,0.28,0.22,0.5493737980907047,0.45062620190929525,0.10666666666666666,0.08108108108108107,1.3333333333333333,1.0135135135135134,0.4444444444444444,0.06451612903225806,0.09859154929577466,0.5714285714285714,0.8732394366197184,0.2777777777777778,1
0.43,0.28,0.3,0.5224461125751481,0.477553887424852,0.11538461538461539,0.04878048780487805,2.25,0.951219512195122,0.7222222222222222,0.15942028985507245,0.10714285714285714,1.8333333333333333,1.232142857142857,0.6666666666666666,0
0.49,0.27,0.24,0.5409996585110588,0.4590003414889411,0.08571428571428572,0.056179775280898875,1.2,0.7865168539325842,0.6666666666666666,0.06493506493506493,0.08641975308641976,0.7142857142857143,0.9506172839506173,0.3333333333333333,1
0.7,0.2,0.1,0.7110772879738009,0.2889227120261992,0.21666666666666665,0.14754098360655737,1.4444444444444444,0.9836065573770493,0.7222222222222222,0.1,0.17500000000000002,0.5,0.8749999999999999,0.1111111111111111,1
0.34,0.28,0.38,0.3826044871668006,0.6173955128331994,0.08450704225352113,0.08433734939759037,0.8571428571428571,0.8554216867469879,0.3888888888888889,0.12790697674418602,0.033898305084745756,5.5,1.4576271186440677,0.7777777777777778,0
0.39,0.28,0.33,0.48606685129245125,0.5139331487075488,0.1267605633802817,0.09722222222222222,1.2857142857142856,0.9861111111111112,0.5555555555555556,0.11904761904761905,0.1212121212121212,1.2500000000000002,1.2727272727272727,0.6666666666666666,0
0.5,0.28,0.22,0.5134508361145509,0.4865491638854491,0.12765957446808512,0.14814814814814814,0.75,0.8703703703703703,0.3888888888888889,0.08333333333333334,0.12068965517241381,0.7142857142857143,1.0344827586206897,0.4444444444444444,2
0.21,0.28,0.52,0.354066782512317,0.645933217487683,0.07894736842105264,0.08695652173913043,0.375,0.4130434782608695,0.2777777777777778,0.05154639175257732,0.17391304347826086,0.6250000000000001,2.108695652173913,0.2222222222222222,1
0.3,0.29,0.41,0.4273331347047511,0.5726668652952489,0.10344827586206898,0.08974358974358974,0.8571428571428571,0.7435897435897435,0.4444444444444444,0.14084507042253522,0.14285714285714285,1.6666666666666667,1.6904761904761905,0.6666666666666666,0
0.37,0.28,0.35,0.5310298324707848,0.4689701675292152,0.10526315789473684,0.14285714285714288,0.7999999999999999,1.0857142857142856,0.3333333333333333,0.0945945945945946,0.16249999999999998,0.5384615384615385,0.925,0.16666666666666666,2
0.64,0.24,0.12,0.58541444018578,0.4145855598142201,0.14084507042253522,0.13725490196078433,1.4285714285714286,1.3921568627450982,0.5555555555555556,0.10294117647058823,0.07407407407407407,1.1666666666666667,0.8395061728395062,0.4444444444444444,1
0.41,0.27,0.32,0.4748761937495678,0.5251238062504323,0.06,0.1111111111111111,0.5,0.925925925925926,0.4444444444444444,0.14084507042253522,0.05747126436781609,2.0,0.8160919540229885,0.7222222222222222,0
